id,breed
d2fa72633103a5c503b4365563bfd3a9,pug
8aa65793a60f8feb59925d6ece493bf0,doberman
8fb2be84faae8faae043077b5508bcfb,sealyham_terrier
a1891d8dc13175e926eeb5a217098755,old_english_sheepdog
2db5c814202dff431a0f984ad9df7140,golden_retriever
64b270ba08308fbf74b8a91e256bd666,collie
ef22e67b6d82c04f2d17249e42769d35,standard_poodle
34e5e9ec00ea38b9109221140042a8fc,pembroke
6aae9f70dbe1507eff5b79f6d4c77ed0,australian_terrier
f1f03709a6fb351e6255cabc277c5fc4,dhole
c02707afcb697c42ee9e15028d5ef685,collie
858e7823ed319c10e78d9df1f456ff7a,dhole
254b66cf5e7e30ad3380e9c1120baf35,bull_mastiff
5dc9c12f0878656c49d97c6bb9dd3aa0,groenendael
5add2f9fdf959c5dd8e5b2b21128864d,sealyham_terrier
25526168121fe509d4b323dcb6e23a7b,blenheim_spaniel
6d7af0b8075fd13d63be35074d4af91d,komondor
46f4367cc34c84f02b25a7eb7205cb3e,basenji
8a415118e76252555a6ae5aa9c86bf62,bluetick
d2e61a4e7c51fc88d45245f096df1745,brittany_spaniel
607af117d6e596b71476157ffde6ed8c,chow
9012a23092a021327763c4227cfa2f62,boxer
b28dd4ec5ad70c3901a54447ef7ec5ab,basset
e91b2802897234af87d09702a6b23b16,african_hunting_dog
4390ec0ddb52711687825153550e0f6c,norwich_terrier
b897b5c77e688a12adc103d5d3a85c2a,miniature_schnauzer
4dda730d52cb20a368f65a49ddd1b2ae,bedlington_terrier
bd9b29f039b5ecf255916a26662070c0,english_springer
96304329e537c8202c65e246198559a9,chesapeake_bay_retriever
03bc1c631e57ba87c85b98efd0912c00,bedlington_terrier
9e577dd7c29bc6074a80fed5ade75d0d,toy_poodle
6dd7730512384e02b227d759efe20ee4,french_bulldog
f3e5d0f516c56df7b58b4488f13bb00f,samoyed
ee1ce2280494dc07f516970abee34d55,airedale
032620ae0f847d957d94d1fd76cb17e8,dhole
2d43d94c05bc9f45dec6d50ba85bb880,australian_terrier
34fc5c4709c9d815dbf4b78d4d816d10,standard_poodle
f2ef034a335cdd15cda34408d3e89998,kuvasz
acfe87af21ad64e518f9ca6a64d728bd,golden_retriever
4ef03eeb57a551cc7376413dd1b397d0,japanese_spaniel
25c795ad08d87a312345e74cf469c5d3,giant_schnauzer
277fb3822b1c07eeae9346ec61c99028,clumber
6685558aaa49755e998feb063cf9f42e,curly-coated_retriever
4e8d1cbfa6a477abe4b9e5a2ecbf1818,australian_terrier
11c3b389906a9302def1e873c9f9b6c9,flat-coated_retriever
992985d9287168502fa34d6de994e946,american_staffordshire_terrier
ab1b5ed3e3894eb6caa70609add09443,ibizan_hound
bbdf0182c894bda733805993317a6e3d,komondor
f23dffefcd4ae2dee8a5dbf67e41b699,yorkshire_terrier
578fed8e31c96406eaa447ae3ff604ba,dingo
ce101a2ad530221d3fd8b252bc4eb682,dhole
4eaab0b882ea39c56caa2f4a0671ea47,giant_schnauzer
89c5baab87b86eff18560be8f58f481c,siberian_husky
7bfb770e356f25a6e6d044fca4a2b66a,chesapeake_bay_retriever
1e19af1794d48529224eab0538eba520,borzoi
e8057e2f1e3bca4e9f4a2af48a9a9c46,standard_schnauzer
55132cf806d48347350caa4a31f0126b,malinois
d7413008ce8567c15e05cb6894ec49a2,bouvier_des_flandres
1ad61e0aa827fe8f39e5592523ded6d7,malamute
2fd9a6a052c866a35b8aeeb89ca727c4,saluki
f5c21557b2fdf621b48720357ea35df2,scottish_deerhound
53f55bd1db61a777322184bbde411466,newfoundland
1dd157eb81bd16a7c44b923aff1c1815,bernese_mountain_dog
e3a6203b61fa9cd2ffad92ebe31334ca,silky_terrier
6762783f84d52175288ca1de18f1033a,african_hunting_dog
36b5e85c07a980914b311163b9f87404,appenzeller
a3497ac3214a11cfe377ddf69fb2b727,rottweiler
9b43109fbcae180376e10ab60c522f48,chesapeake_bay_retriever
bd44350905957efade85f098ee2e2b33,african_hunting_dog
ceba42b006bf3f03f643d641d253f25d,kerry_blue_terrier
354d0d202926549c7932f012ac752a4a,afghan_hound
e6cdf82e11fd0ee6f73c55c0b4944616,standard_schnauzer
fd186806d3d7f123d9a568bcde794f6e,irish_terrier
271dfc72a582a0a9b54e833788cafad3,miniature_pinscher
c72d3f068d6fa7929104de1c6f308c1c,basset
0cf285cc3f1625bd80288cd6b7ddb7e0,cocker_spaniel
04254919cc15c6867cccfd738a926999,walker_hound
6190f035170a14652b0b1942cb12c954,australian_terrier
3e47bc6ccd92abf16209f4125ddc7aea,norwegian_elkhound
f2039c11f872cbd5e01c2bbb959f7d45,irish_terrier
413764ac4af585e252f48e6ac2482c6a,irish_wolfhound
b6561ca0cb1acc71733564cab65fe6b2,silky_terrier
c2c0f72ae94cdf9bddb23b3708568f61,tibetan_mastiff
20898ac13cbf93d1c4465a32ab96bfb3,malamute
aa5be862598201f0b88ce2146b99102d,border_collie
51c877eefa09249a4539c8fa5444b694,bernese_mountain_dog
417b4a513d4a07f4040edc84dc23df9e,english_foxhound
b084d252acbffe3520120c45314ffeb7,kelpie
c013b74dd463214e272a09400d1ba088,pekinese
1ae8f1675d619a2414a2c67f6cceed76,papillon
c40118c553a50c1cef797460f297a4f5,bluetick
3f05463033fe271b456d30e3222b84ee,toy_terrier
bd990d4fc279bbfcf6bf8cc832101b39,miniature_poodle
a5a53eff680b48fedf9352844c094335,norfolk_terrier
a8965b5b9649335721b516e0e6e67122,scottish_deerhound
d2cd0fbf8d10eee50d53e8147000015d,briard
4be035761258a6abcbbd3183a137ef17,weimaraner
b4b902c850a291cdfbf36335429f5230,flat-coated_retriever
85fde01acabf9dce3f4bb3bc3b5a5f28,dhole
f776961d52ba3a7112506389623c8586,dingo
86bd30760385bad95c9c03f97619eb99,siberian_husky
bb498a83a13172068481ab3513469efa,japanese_spaniel
2d5f90898716876858ff1bf7f418d7d7,groenendael
a813fb413eec1274376cbddf9061fed5,boxer
b51261d75a427148d502ecd9108312db,doberman
f5091fcbb9e639158ad406a3d793ff62,great_dane
8f8ea6a2db06234fcd7368112be96c47,bloodhound
13cab1309bdaf21aa17cf71fd6f88a65,old_english_sheepdog
9f998d6174571017fdc6e8c0ee14cadc,standard_poodle
c339148268da677c54ce6b4e7a697391,beagle
3178e11aee69979049dfd339931fe94f,blenheim_spaniel
783d78ba59079ffb9c3c0bf8252a72a9,irish_setter
c62d6c163cbe1109462aa729bc4f425c,chesapeake_bay_retriever
5a9377a43cbe86ef888b59458dacf909,american_staffordshire_terrier
be5304acd0cf03c1a64f12622b8605b6,shih-tzu
2e153ac08edd067a1dd998dc64a3b62e,miniature_pinscher
b23d0aef01e57245cdcd4af901a04ae9,border_terrier
6165570f2467fe31881a89caca859b52,great_pyrenees
b3eb6305969fbae09c13ef3b9e5c2dc4,whippet
ba1b7aa01e1c871c5e3acd08b65516e7,brittany_spaniel
0e403e86dc961d59fec94dfb62968a53,pug
bdd0ac143814012a86b6c23ef16a3094,norwegian_elkhound
d4602ae68c721a6c7a0839b7f1f69af7,borzoi
c02f83947002646c705681ef6433294a,airedale
182c9134e07c883dfdc2acfb21184810,bull_mastiff
6ad75b6d8df1443af1704b8cdf858632,golden_retriever
b89557cf7a288ef15aafc5251ff58765,bull_mastiff
482e38ca587e19af6e2dfa5532da7347,entlebucher
7646c6262a98a429448ed8cf1d39a342,eskimo_dog
23463bc4fef6a1a71d45025e7dde4c58,brabancon_griffon
93ab7f7688f5f974cab9bd3c43d5d726,saint_bernard
e34ee9dce9546a1b520c1c8a3badb605,curly-coated_retriever
e0fd9680fc1183c6c2de18e711192fe5,shetland_sheepdog
f8e53f2c3cdcdd5e42e7337d5b5156b4,redbone
8650b152539571456f690c4f5a7ce77d,borzoi
63aa22cfbcdf6637ce75d8bfd16f4dc7,pug
118089e60763cbdba239cac747a54a6e,rottweiler
add47db070492c3ed9d3b76f1886d684,basset
44b1787b1f6c88c76b501140829f4d15,norwich_terrier
a6951e4f0cff9c000f2f112043abb085,collie
3a2603cc09e33589ac18ffdb646468db,norwich_terrier
8101b90ffae96e4a152ff3cbbe55a23b,norwich_terrier
0ddf7ab49836b36081621a655f3a5c21,welsh_springer_spaniel
a8da1804e683a16557ef4dc51b281399,chesapeake_bay_retriever
9ce66abbf81462439d6dd6805af1d9a1,irish_water_spaniel
4a50b85cdf5b3c300ed828bec3a45b10,tibetan_mastiff
8285089151a7b4b24ef8b1f8e9a4dc2b,papillon
75a3eed24c4f6404f12186413372d38d,bull_mastiff
2ddaeb3ee36cba02e028b809a4c88ca4,ibizan_hound
eca90f594e91b6689c0908e365cac5ce,doberman
a2abeac260a7efb447af530cf5ce70c9,pomeranian
3e2009481c79f78113c4fe58b0ccc1d5,bull_mastiff
2d238157ee1f8d2c02ca68668d864ae0,tibetan_mastiff
3c1461a647fe9318acb8d3969f6f6c64,toy_poodle
fa5296383aa39dd516c2f5610c6e71b0,collie
4e80242b50eb1c68dc04cbea094fccf1,silky_terrier
792cd4056f5d7c3abf870d72c8a6abf7,komondor
d5db9bd4d022fc34ac15a27bd99b8e02,american_staffordshire_terrier
0672592809da7574a87ddcd0ba2f315d,standard_schnauzer
080ebefee69f27243b185c113052963e,cardigan
46566ca45a91babab7f12b30c39b9acf,kuvasz
b0b2f68210c947e1365d9d8687bdec0e,boxer
5c8c894495971a65f0a179bc4c0ca0bb,wire-haired_fox_terrier
2741e3ca0ac4e0f7810e7c66e2f260fb,pug
ab1715c4f68734a7fecb8901e9baf72a,irish_terrier
17f5ba5fee5bbebe781009cf8d3e1809,collie
2d30f37b3d5d20b9740e3fdd273101bd,pembroke
531d4859fec4f1b7359bd663a9c9b4c7,great_pyrenees
f1a18e29959bc5af735ebb5045f91b25,dhole
3276746904f57c4fcbb794bbbb27e7dc,flat-coated_retriever
1b2ad6fc60a6c5238d9e0a5863d310fa,english_foxhound
de9c66567290fc6574e102d21dc3a957,african_hunting_dog
85662233bce63d5ac7e5e9fdbf49c654,shih-tzu
146c8ed2e65ed9e04d8302bf1d96815a,entlebucher
76290f345b8ad1f7bb4b1f5167b7b3ea,sussex_spaniel
eccb17b497007b28217bda18db73cce1,french_bulldog
bbdcf5e0c3c76f8ce4e1edf534a1545f,flat-coated_retriever
53cb3ed2547cdaf15ec7983d8325f007,redbone
a204ac96b29ca9f6af5571194e14ea8e,brabancon_griffon
a5883bb0395e9a69929a7d9585e406be,doberman
5da9cb489b6d6be58b7ecd643f69c46e,silky_terrier
98ca3754dedce74f75155973f1018a93,norwegian_elkhound
18b4c97445c5d20d2199b35f9c2043e4,standard_schnauzer
24fdea7f3df1b2a7e2cc4100b7af81ac,clumber
881d49b759a56cdf1956f0015099675d,tibetan_mastiff
81f54bbafb8cc5d2d6db34707ec6d78f,chow
d9028d963306ad99dc5f55b94bc47f5b,golden_retriever
dd10fca78ab9624a15f55293c36ad292,basenji
b38d84aa581bb69d437ce2b128198012,japanese_spaniel
957e390e19baa6d163079835a28155b9,basset
33841dc1479dadaf29b7d2c84fdc7ac4,lakeland_terrier
937e122b29817a9aad7786d14b713cf3,cardigan
0db44ddb42bf1f97de987abe2bf01839,entlebucher
ddd8c3182bae599b884efb8cf4112f6c,scotch_terrier
d9e02a65ba3b640f29e3e0bbf9a70ecc,samoyed
9a10d6f7fb0c766648b1ce1374fa72fa,italian_greyhound
09288e5c39391b780412561163b10bf5,afghan_hound
29743dcc4d439615133f2024b50aab15,lhasa
a157149eee9f9262b497534d5f05742a,blenheim_spaniel
65cc3ff3e0b8041eb6e8600c1ee53e95,blenheim_spaniel
e399ac36963facd47d52aa56df4e6e83,giant_schnauzer
4fd442326ea8d856652aea5afb8f5dbc,maltese_dog
7db94bf9f2634ed4cb5b8f8212cbd0a7,toy_poodle
203581bbee6e5dc08c511d236aae6ec4,black-and-tan_coonhound
85c581c27e5087f96a06de686e97dc88,tibetan_terrier
70f9f88c25bfdaab568342b7163171e4,norwegian_elkhound
62e486758df361fb4dd2748e57924737,lakeland_terrier
0bbe00ace11a4dd944b8bcf8ca9772c1,labrador_retriever
eda47249346bbb28d89a524e3ff0c66b,leonberg
2c8dbe1eb23a69bbeca2ed49f2476819,bloodhound
6366e33e378df764b143dbae6809b756,beagle
9802d488e7a0b8b4fb04bfe2af2361f9,airedale
1b507c0901420f8aa4e8d1fea74a1372,appenzeller
a3929452e7341352c0263072c15f37ea,bernese_mountain_dog
6cdbe1dfad3257b604c514eba9ae4697,leonberg
74ffb8a7f908911c5b39808feab0a582,schipperke
8c66150fd3c6c144ce2cf79496b4a6e1,malamute
bbf29c0682dc5b3ff78c810053aea0ec,norwegian_elkhound
31b6ee728915433aad07164838e20a55,yorkshire_terrier
611a30b0211c0e907c7122c5850f8246,leonberg
d875ddeeafd44e1404b4ce4f376a3922,saluki
8516b9f462f35ffa2d1d7f8abe860630,afghan_hound
7129840d23b58c55f1b83194a5a36326,saluki
8313f9f0f044f5a5cf328aabc806d01c,curly-coated_retriever
65cd559abd686738f972bf12273ab38b,rhodesian_ridgeback
ea8bb75412610ee545d8c026ae789f4d,otterhound
a341328ad1bca600b3a8a0bb0cdde1bc,weimaraner
ea9ae902f4ca9241c1187992c51db9bb,weimaraner
ff4afeb51a1473f7ba18669a8ff48bc9,border_terrier
fdcedfa9f9ae621a4889e844b9e2940d,irish_water_spaniel
e5d7f92c5a70ddd58cf5dd32d573bd2b,kelpie
88a3cc5a66105089522f6fd894e65a55,basenji
5358013e726a0a565886fd371e9dd3e5,rottweiler
e52be5cc43cf78690312e1098422ea7d,cairn
14918e76fc079738923ea5ab8d12b4ee,tibetan_terrier
9b36711d6b30d9e868622cb2524cd4cf,standard_schnauzer
243a801532ba613be030c802954b580c,ibizan_hound
8d91d75c382b8685accb5aa89e5ba489,pomeranian
ddcaf8e4f88b5c86a622cd62cfadfd5f,german_shepherd
aa76a766aad6753f32298c00a0cb92df,scotch_terrier
a4c8a08f7738cc7e2eda28aeb44e3468,staffordshire_bullterrier
de1f5f90eed51d8229d197a91d35f4d4,bluetick
f811a137cac1489f074529064f79acfe,dingo
1b85a40f3c79e9d94e975216792ef52d,dingo
7b647794985a1d03affb644b5a95d413,afghan_hound
bf38a009aaf46963526ce4a35d9535ee,german_shepherd
dfed11d5d68bd13d8587bd3047ef8e5c,labrador_retriever
9839d076759d03fb33db62f180efeaa6,norfolk_terrier
b80f2392885a0bc5bfc3aa79a849de93,pekinese
c940c8808aefc1ad992d341273bf4050,leonberg
478d54ecf957b06bb738544e8828d62e,curly-coated_retriever
5a25e01de0b1793ad0872c100bb8d2ca,golden_retriever
38d35ebad2ded36e23d24b39d9be2297,beagle
8ef2c118289d0d5a142ae28651a46ab4,standard_schnauzer
ae0cf4a8076e52a04632de2b8e9a911b,maltese_dog
c21404efbc13ac4523f6f6a09c7ed703,soft-coated_wheaten_terrier
746fcae0bd84652032ea716b9fbe4400,kelpie
26cddb3b74e27e894d785776b00dd329,tibetan_terrier
77c28f5613c5e7bd0ee27cad00d8e4bd,malamute
1be0f5da239e9c76a8b3693b2ff8c67f,rottweiler
b2c7527d2688dc1eef6c31ff9e6e2395,borzoi
28f7140259e0f9d36cd67cb3f194fe34,groenendael
87dfb129c12c369824f5425980158386,clumber
258a8531e8ff16c40d750fa3ae77bd68,pekinese
d0a79a274e32f238ee0a14781fab1f60,cairn
41d143460374a7ffa245b073891184f0,saint_bernard
d459a1fe285bc112bfe00615390e2632,scotch_terrier
4b47fe23fa6972002789b8c68cdf7395,sealyham_terrier
a7551603593a58e352ecc73d487fc7af,komondor
19fb6b46c01c27f8cdc3b8245875707f,sussex_spaniel
b703bbc774d79659d9890a1bab2eeb4a,border_terrier
1e998f09db4f87eebc1fd5cbafd4aca7,golden_retriever
66f9b3f4c009d1bcdb765c38b0d51cd6,dandie_dinmont
f66de1bea3790719f70ef37779889a02,eskimo_dog
985bbacc9509d794dde32e0619b3264e,old_english_sheepdog
d3ab6b3d328b2cd91bed99aee99fa6ed,kuvasz
0b2e635ebad8aba82656c8fceb05018c,bloodhound
78f9f919d2ab1396a4b99b9c6a3d2074,silky_terrier
1b866ad9190f2c7a2615f9ccbbf8f278,afghan_hound
8161ff9d8b2b1b91280f268463c51065,tibetan_terrier
fb1d0dffd97612ee562cc17a98b683e4,lakeland_terrier
f16a87262b19602f017d48f050aed0de,keeshond
279b0cdad8d881d5c8a90f1a09c73561,komondor
1fc16112b9cc5a249b9b8331fa06335d,sussex_spaniel
89c587a6a853c816d3cea9337a8e814a,scottish_deerhound
4f72c6e2e2dc954810365cb28d9896e6,briard
42aef46885c278f15ebef2b739cc2279,toy_terrier
2695c92b1303ab96f329c3790db5edb0,kelpie
76f34fedeebaa49f5ce0faf1b7465798,chow
8c91464904ba9bfee08c4af8091b10e3,newfoundland
fea60fdd28de5834520134d6dc77a9a2,black-and-tan_coonhound
b9703b559578d34c832cab8b43887289,japanese_spaniel
03edf850d74d43b2587991ecb673fb33,scotch_terrier
1e7a5a361d584ce7bf21bf608483515a,airedale
6c38ebf47534fcba5593729ce9036b91,walker_hound
67701487906aebc113f3690152b62bdf,norwegian_elkhound
053106ed091eac5e129225315ef6cfcb,maltese_dog
243b71efb7163b30a7cbc7e95933ea61,maltese_dog
ed6e570e10f027ff20f0ab3598153193,english_springer
33ea902c5831dd6d3fca19b1a9a97da7,miniature_poodle
a3d4baf88f32073eb9fda83ff629728e,brittany_spaniel
55697c703ea8d87b81fe44cc6748646f,norfolk_terrier
0943d1d4677ab876b52468096baaa2ce,english_foxhound
4edfc93408cef61336881d3016df6e6d,scottish_deerhound
89e486c54ca7c2537abe3522142a3537,saint_bernard
ea43c69e5c1321a6d05d0caaceb69318,saint_bernard
4b121cf73eb3908731fea83dce67dab9,norfolk_terrier
a2cf649e9d08ee2289ca1dd90e089cc3,miniature_pinscher
2bd7de172c5d3df19fbd1e184cc55e0d,bedlington_terrier
9e18f1df8e71e373a30a04036c4c8f9c,norwegian_elkhound
f4a331375dc879c5bfc682221d143fb0,maltese_dog
25e39234fec7980d3dbed17e21f4b8c1,siberian_husky
0724948de3506f43cda65804efe79b9b,miniature_poodle
94df662b75abda1cbe203738a2b22148,afghan_hound
383a4848931aa3c6c8ba315bdb6ed4ea,pomeranian
5dd233e5a5beb31530c71c6534a8bc4c,bedlington_terrier
d587009bd0b5c64c7fdb52c9317978c2,afghan_hound
322ae8b57db468bdaee8f450e980cf8a,chihuahua
72747719b03c5ff7124878156e8004e7,labrador_retriever
8fef339017219eb3967f930c062f9dba,english_foxhound
56b09db9124699cb5b2dfa57a68126bd,maltese_dog
b5b618aec816a9dd7d7b9588630fd4e3,tibetan_terrier
a7702c83da79d54e27d2e9b1f01fe64e,pug
b4d893d6a05c58cbbd9b8b5a0173bfce,border_collie
d82604c1aa6728c546eaf1c3a85f980d,ibizan_hound
4870139299e458b90e24ef7e46e52635,boxer
0eac90a6621ecbf97adfec04596b77a3,tibetan_mastiff
db4e4609382f8d359d30f758d9abc9df,shetland_sheepdog
f72944994eecb182f41456a820149950,pug
a65b55ba1e520c585f53ce1b8fb90303,whippet
f3c31d575505827557a5fe80f7bba070,schipperke
6116e03d6a015ced423695f194cf87c6,collie
77206715d37089e33d8c126485ba24c7,african_hunting_dog
25e4cf89d2558df2a189d4d6e76efcb1,pomeranian
919e8336fe2c2834454c6690155a0620,papillon
d3f3306d5a62c333895fa98edfd9a028,boxer
b8f1b0d8fdb130de46b61a34ef0278bd,afghan_hound
b8e77ec7272a78a3340dab5513917a85,cardigan
8d4b28ae56c225f870139cdfeff5131c,scottish_deerhound
b8536d60999368470b9fb64c4ad3ed6a,bouvier_des_flandres
b0ba782b54de66ab1c3a340b5cfd9d9a,keeshond
3c66b664d8de58637b83e78643079428,silky_terrier
3406ba0b6a71aecf53fe7122fa747b59,afghan_hound
99e92f87e797b24911992e019c3f940a,collie
b6591fe0f1e14cf4aadc533c97eaf558,soft-coated_wheaten_terrier
d8b4d06e0021ce684c1682011cc2687d,clumber
d92166adb57cd563a2a9bc92be3ddec0,bluetick
3e59cfed26b58362a9c8aec711c3c6f8,golden_retriever
74089a7fb8250cf5581ccdc2dbd06876,soft-coated_wheaten_terrier
c28e2f22672805efa4d1bbba93a09662,silky_terrier
28b0c66727c333afe43cb7c6006cd3a0,newfoundland
d8c56d35f5c43e257ca91b64d3d86fb7,american_staffordshire_terrier
31df4ead5c593ad0884cab68f5037e8d,soft-coated_wheaten_terrier
3b266adc845e74ee438f2a67e57938d1,japanese_spaniel
4170a9e32373fcc2e178b5a357cc849a,kelpie
3efc5f61379eb3003dfd0a8c88ee5afa,entlebucher
b20ac3f8cf850665723bb13cc31cc316,old_english_sheepdog
888dcbdc6f70220a8174befc34266a16,norwich_terrier
2fd760238f5a77668218f0c90ef4793d,chihuahua
055cfac66e5d67756ab05d02baeeb04c,great_pyrenees
ecb279d5c137b233683c6e0b8d7c1b88,saint_bernard
c965e44d0fd6782c734883897d4be493,otterhound
a4b629ce39bca6206ee3841fea8c557f,great_pyrenees
0bedbecd92390ef9f4f7c8b06a629340,irish_wolfhound
ad7d271bedbe576ccbf5c646e4ddcbc2,siberian_husky
79f19e141ef77c11376a2ee137ecd731,greater_swiss_mountain_dog
b4d673a70a77504b16d2f975a941dbbf,samoyed
266e30c1d1173e2091d8949043c2941a,black-and-tan_coonhound
42f43e8067b90430b6a05afe0b1ddbca,labrador_retriever
4af4279fe2e7d81da962577848bce804,schipperke
e827e6439b32ea68d51e894a7350c699,toy_terrier
e346c77b51b03999cbf7d89ae776e696,great_dane
0ba12512fa4766cc4f8c288cb3b9b95f,border_terrier
193a03557eb1c0fed9b2ef8f9f9d892f,toy_poodle
4256019f31cf585155e3e5154e4cb017,irish_water_spaniel
43572ba7edf772a95f539e57afd9eb43,labrador_retriever
b37eeeae39be339eb04a3705bfcac2b3,silky_terrier
5bbfcec5c399f735831f7b17c3c6bca3,blenheim_spaniel
530f38ff38ca1ef890955d4c65bffcd8,yorkshire_terrier
169db2d825a1bdeb5a576ab746812936,ibizan_hound
5f14fac852ee51524997243f086e4ea2,norwich_terrier
de5e511f50c8e04008da3de616f254fc,affenpinscher
f95ac23ee909194006c538c4fc6e6750,bluetick
c33eda1d0346155ca7a6c8f03121945c,soft-coated_wheaten_terrier
82ea6b590bffc55643a267a8f835a984,yorkshire_terrier
dac34d5005d8ca61121ee074936ecc65,rhodesian_ridgeback
d2800b5baf5bf85e6adda6f776d8829a,walker_hound
8f801a4ef6ba82252569289352a152d2,tibetan_mastiff
af2a164d245c2b4e92e073e2227dfc39,tibetan_terrier
b48a7b5aca76a96057c135f5f968ded7,sussex_spaniel
3760abb0f26801508f64c4a22759d4a6,whippet
f1842cfc3bdbf485847574cb1b133d29,keeshond
482e3f27a3b91f9473abadcd23c41e35,norwegian_elkhound
abbbd390647afb9e206005d01ab92316,samoyed
21733ecef08819821f584f27cfc961d9,irish_wolfhound
e6b47a2f62d0956fae1f3970f310b64a,great_pyrenees
403dc79fe2e7b3128ab675ef6762754a,labrador_retriever
366bd5a3738a9c21d504c8154c957e58,entlebucher
9bf8d209bc22d6bd10ca8a53c3b25c4b,german_shepherd
276de3bdc93f4220e5b7492dc601cf5c,giant_schnauzer
a2fcf508524f0601a122d705ea8a34b5,beagle
e4a669bdb348065f7760d43fa3efa731,bluetick
d43b3de6be56e23c4894453f12a8179b,toy_terrier
495b7b4c6b37540d443d283fb7ef3fd1,airedale
ad26c36ca5249ded86644ef1f01edd91,lhasa
8898c34ad05d2c95319ff2a2f326e69c,saint_bernard
79e5a57747f01674c13c7808a8182387,giant_schnauzer
37b5b25c181eb0c2e15d2c26f39695a4,italian_greyhound
277392eca69e5f231038a15a640fc01c,entlebucher
b008606ddfb5f48c2a68891fe861acce,airedale
f5aae143adf81f97da05095d78d73350,chihuahua
af679c36a907c9a5006df4504ba67991,norwich_terrier
de477e14f0f55d3b3f591f137d13a698,scotch_terrier
b92326736c446df97a64932c02113b47,african_hunting_dog
0ef688efcc98bc287976c3d4d8145ae8,norfolk_terrier
1feb929715c1e47b1cd7f6442ed75e51,sussex_spaniel
5d098c63f25c9754324e6caa7ee7ce10,redbone
c0ec60ef57bce7f784d8a6f1615d169d,norwich_terrier
b0a63d52383934ed0caec038dbbe7d92,rottweiler
eb53813edf96c446e5acaa06c0deca9e,scottish_deerhound
013f8fdf6d638c7bb042f5f17e8a9fdc,tibetan_terrier
6e2c2e1c624df79088b4362afd615ef9,english_setter
7a11caa83f363f20ade587ee2a6b2e22,irish_wolfhound
